po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category,supplier_avg_delay,supplier_late_delivery_rate,order_size_vs_avg,days_since_last_order
PO101879,2024-12-08,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,104,169204.99,17597319.41,11152.16,USD,2025-02-28,2025-03-11,Delivered,Overdue,John Obi,Lagos,0,0.34,1,269.44,1281.3,40.0,None,0,Raw Materials Supplier 2 (UK),61.0,75.7,14.9,7.0,36.0,9.4,11.0,1,47.0,Medium Risk,17.8,1.0,0.18898675467731602,5.0
PO102133,2024-12-20,SUP1001,Raw Materials Supplier 2 (UK),MAT2009,Raw Materials Item 10,Raw Materials,581,116322.41,67583320.92,53968.8,USD,2025-02-25,2025-03-26,Delivered,Pending,Sarah Ahmed,Ibadan,0,0.34,1,262.0,1218.88,38.0,None,0,Raw Materials Supplier 2 (UK),61.0,75.7,14.9,7.0,36.0,9.4,29.0,1,46.7,Medium Risk,16.8,1.0,0.7258123918423754,12.0
PO101358,2024-12-28,SUP1001,Raw Materials Supplier 2 (UK),MAT2016,Raw Materials Item 17,Raw Materials,86,220126.72,18930897.55,15210.35,USD,2025-01-13,2025-01-12,Delivered,Overdue,John Obi,Lagos,0,0.15,1,292.19,1123.45,54.0,None,0,Raw Materials Supplier 2 (UK),61.0,75.7,14.9,7.0,36.0,9.4,-1.0,0,49.1,Medium Risk,19.6,1.0,0.20330874309584707,8.0
PO102441,2024-12-29,SUP1001,Raw Materials Supplier 2 (UK),MAT2007,Raw Materials Item 8,Raw Materials,142,334516.56,47501351.81,32751.34,USD,2025-02-01,2025-01-27,Delivered,Overdue,Chidi Eze,Ibadan,0,0.28,1,285.02,1218.41,58.0,Strike,10,Raw Materials Supplier 2 (UK),61.0,75.7,14.9,7.0,36.0,9.4,-5.0,0,64.7,High Risk,17.6,0.9,0.5101416932999429,1.0
PO101071,2025-01-01,SUP1001,Raw Materials Supplier 2 (UK),MAT2017,Raw Materials Item 18,Raw Materials,280,396724.72,111082920.34,86097.41,USD,2025-03-19,2025-03-31,Delivered,Paid,Chidi Eze,Ibadan,0,0.24,1,274.1,1128.66,47.0,None,0,Raw Materials Supplier 2 (UK),68.0,81.0,12.3,6.65,38.0,17.5,12.0,1,42.1,Medium Risk,12.8,0.8,1.1929771873780757,3.0
PO100284,2025-01-04,SUP1001,Raw Materials Supplier 2 (UK),MAT2019,Raw Materials Item 20,Raw Materials,220,514517.52,113193854.85,114275.58,USD,2025-02-10,2025-02-08,Delivered,Paid,Chidi Eze,Ibadan,0,0.17,1,232.46,1199.13,40.0,None,0,Raw Materials Supplier 2 (UK),68.0,81.0,12.3,6.65,38.0,17.5,-2.0,0,41.1,Medium Risk,9.2,0.8,1.2156476096785622,3.0
PO100050,2025-01-08,SUP1001,Raw Materials Supplier 2 (UK),MAT2006,Raw Materials Item 7,Raw Materials,575,36366.91,20910971.64,21342.94,USD,2025-02-14,2025-02-16,Delivered,Paid,Chidi Eze,Lagos,0,0.22,1,258.0,1155.35,52.0,Political Unrest,8,Raw Materials Supplier 2 (UK),68.0,81.0,12.3,6.65,38.0,17.5,2.0,1,54.9,Medium Risk,6.6,0.7,0.22457378736600386,4.0
PO100387,2025-01-10,SUP1001,Raw Materials Supplier 2 (UK),MAT2005,Raw Materials Item 6,Raw Materials,23,39204.92,901713.14,936.87,USD,2025-01-21,2025-02-13,Delivered,Pending,Chidi Eze,Kano,0,0.14,1,243.91,1186.55,47.0,Strike,10,Raw Materials Supplier 2 (UK),68.0,81.0,12.3,6.65,38.0,17.5,23.0,1,57.1,Medium Risk,1.2,0.7,0.00968396583639055,2.0
PO102142,2025-01-10,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,510,36382.64,18555148.14,11776.86,USD,2025-03-01,2025-03-01,Delivered,Paid,John Obi,Lagos,0,0.14,1,243.91,1186.55,47.0,Strike,10,Raw Materials Supplier 2 (UK),68.0,81.0,12.3,6.65,38.0,17.5,0.0,0,57.1,Medium Risk,6.0,0.7,0.19927337498589148,0.0
PO101176,2025-01-11,SUP1001,Raw Materials Supplier 2 (UK),MAT2019,Raw Materials Item 20,Raw Materials,365,467030.63,170466178.34,190498.88,USD,2025-02-17,2025-02-17,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.27,1,251.38,1169.76,46.0,None,0,Raw Materials Supplier 2 (UK),68.0,81.0,12.3,6.65,38.0,17.5,0.0,0,42.0,Medium Risk,7.0,0.6,1.8307248437176138,1.0
PO101032,2025-01-14,SUP1001,Raw Materials Supplier 2 (UK),MAT2001,Raw Materials Item 2,Raw Materials,164,73654.04,12079263.36,7807.91,USD,2025-02-18,2025-03-05,Delivered,Overdue,Sarah Ahmed,Kano,0,0.14,1,269.81,1199.35,37.0,Political Unrest,8,Raw Materials Supplier 2 (UK),68.0,81.0,12.3,6.65,38.0,17.5,15.0,1,52.6,Medium Risk,4.6,0.5,0.12972548421220093,3.0
PO100475,2025-01-28,SUP1001,Raw Materials Supplier 2 (UK),MAT2016,Raw Materials Item 17,Raw Materials,873,266372.89,232543533.06,253627.52,USD,2025-02-13,2025-02-13,Delivered,Overdue,John Obi,Lagos,0,0.39,1,247.65,1190.94,61.0,None,0,Raw Materials Supplier 2 (UK),68.0,81.0,12.3,6.65,38.0,17.5,0.0,0,44.2,Medium Risk,8.0,0.5,2.497405804274513,14.0
PO100309,2025-01-29,SUP1001,Raw Materials Supplier 2 (UK),MAT2004,Raw Materials Item 5,Raw Materials,253,350074.11,88568750.65,83902.52,USD,2025-02-12,2025-02-12,Delivered,Pending,Sarah Ahmed,Lagos,0,0.33,1,279.98,1284.55,49.0,None,0,Raw Materials Supplier 2 (UK),68.0,81.0,12.3,6.65,38.0,17.5,0.0,0,42.4,Medium Risk,7.6,0.4,0.9511858233167073,1.0
PO100398,2025-01-29,SUP1001,Raw Materials Supplier 2 (UK),MAT2007,Raw Materials Item 8,Raw Materials,99,294261.35,29131873.66,30912.64,USD,2025-03-04,2025-03-04,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.33,1,279.98,1284.55,49.0,None,0,Raw Materials Supplier 2 (UK),68.0,81.0,12.3,6.65,38.0,17.5,0.0,0,42.4,Medium Risk,3.0,0.4,0.31286232478932907,0.0
PO100109,2025-02-01,SUP1001,Raw Materials Supplier 2 (UK),MAT2011,Raw Materials Item 12,Raw Materials,347,157559.74,54673228.16,40718.77,USD,2025-04-01,2025-04-01,Delivered,Paid,Sarah Ahmed,Lagos,0,0.14,0,230.3,1350.9,25.0,None,0,Raw Materials Supplier 2 (UK),71.0,69.3,11.4,3.07,73.0,16.9,0.0,0,31.4,Medium Risk,3.0,0.4,0.5871641991006428,3.0
PO100994,2025-02-15,SUP1001,Raw Materials Supplier 2 (UK),MAT2016,Raw Materials Item 17,Raw Materials,287,281718.93,80853332.82,60820.09,USD,2025-03-03,2025-03-02,Delivered,Paid,Chidi Eze,Lagos,0,0.27,0,286.81,1181.43,39.0,None,0,Raw Materials Supplier 2 (UK),71.0,69.3,11.4,3.07,73.0,16.9,-1.0,0,33.5,Medium Risk,3.0,0.3,0.8683259432009549,14.0
PO101165,2025-02-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,946,292929.8,277111593.58,233391.8,USD,2025-02-26,2025-02-26,Delivered,Paid,Chidi Eze,Lagos,0,0.12,0,238.59,1217.38,31.0,None,0,Raw Materials Supplier 2 (UK),71.0,69.3,11.4,3.07,73.0,16.9,0.0,0,32.3,Medium Risk,-0.2,0.3,2.9760453586120112,4.0
PO101407,2025-02-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2016,Raw Materials Item 17,Raw Materials,853,273304.13,233128423.49,155526.35,USD,2025-03-07,2025-04-04,Delivered,Pending,Chidi Eze,Kano,0,0.12,0,238.59,1217.38,31.0,None,0,Raw Materials Supplier 2 (UK),71.0,69.3,11.4,3.07,73.0,16.9,28.0,1,32.3,Medium Risk,-0.2,0.2,2.5036872464437505,0.0
PO100444,2025-02-20,SUP1001,Raw Materials Supplier 2 (UK),MAT2001,Raw Materials Item 2,Raw Materials,727,72086.04,52406551.25,52479.7,USD,2025-03-27,2025-03-27,Delivered,Pending,John Obi,Kano,0,0.37,0,283.54,1219.49,26.0,None,0,Raw Materials Supplier 2 (UK),71.0,69.3,11.4,3.07,73.0,16.9,0.0,0,31.5,Medium Risk,5.4,0.2,0.5628211782608052,1.0
PO101622,2025-02-22,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,690,360250.04,248572529.12,188459.08,USD,2025-03-01,2025-02-24,Delivered,Overdue,John Obi,Lagos,0,0.32,0,276.38,1247.04,34.0,None,0,Raw Materials Supplier 2 (UK),71.0,69.3,11.4,3.07,73.0,16.9,-5.0,0,32.7,Medium Risk,5.4,0.2,2.669549519776628,2.0
PO102421,2025-02-24,SUP1001,Raw Materials Supplier 2 (UK),MAT2011,Raw Materials Item 12,Raw Materials,504,200193.43,100897489.05,64314.63,USD,2025-04-24,2025-04-24,Delivered,Pending,John Obi,Ibadan,0,0.36,0,236.5,1256.78,37.0,None,0,Raw Materials Supplier 2 (UK),71.0,69.3,11.4,3.07,73.0,16.9,0.0,0,33.2,Medium Risk,4.4,0.2,1.0835905495818654,2.0
PO101299,2025-03-03,SUP1001,Raw Materials Supplier 2 (UK),MAT2017,Raw Materials Item 18,Raw Materials,418,444744.45,185903179.64,119044.88,USD,2025-05-19,2025-05-31,Delivered,Paid,John Obi,Ibadan,0,0.12,0,303.12,1163.78,31.0,None,0,Raw Materials Supplier 2 (UK),57.0,68.0,7.0,1.31,40.0,15.5,12.0,1,30.8,Medium Risk,4.6,0.1,1.996510819960032,7.0
PO101995,2025-03-05,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,383,312872.06,119829999.27,122284.21,USD,2025-03-12,2025-03-12,Delivered,Paid,Chidi Eze,Lagos,0,0.21,0,298.52,1379.23,31.0,None,0,Raw Materials Supplier 2 (UK),57.0,68.0,7.0,1.31,40.0,15.5,0.0,0,30.8,Medium Risk,7.0,0.2,1.2869166119785995,2.0
PO100889,2025-03-08,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,676,30903.24,20890587.15,18337.43,USD,2025-04-27,2025-04-27,Delivered,Pending,Chidi Eze,Kano,0,0.24,0,287.41,1264.97,31.0,None,0,Raw Materials Supplier 2 (UK),57.0,68.0,7.0,1.31,40.0,15.5,0.0,0,30.8,Medium Risk,1.4,0.2,0.2243548677384688,3.0
PO101423,2025-03-10,SUP1001,Raw Materials Supplier 2 (UK),MAT2012,Raw Materials Item 13,Raw Materials,156,522966.2,81582726.79,60545.87,USD,2025-03-23,2025-03-23,Partial,Paid,Sarah Ahmed,Kano,0,0.11,0,283.19,1313.98,41.0,None,0,Raw Materials Supplier 2 (UK),57.0,68.0,7.0,1.31,40.0,15.5,0.0,0,32.3,Medium Risk,1.4,0.2,0.876159283953591,2.0
PO101264,2025-03-12,SUP1001,Raw Materials Supplier 2 (UK),MAT2000,Raw Materials Item 1,Raw Materials,160,239891.38,38382621.31,27832.69,USD,2025-05-24,2025-05-25,Delivered,Paid,Sarah Ahmed,Kano,0,0.36,0,251.34,1176.31,32.0,None,0,Raw Materials Supplier 2 (UK),57.0,68.0,7.0,1.31,40.0,15.5,1.0,1,31.0,Medium Risk,2.4,0.2,0.41221090942198746,2.0
PO101275,2025-03-18,SUP1001,Raw Materials Supplier 2 (UK),MAT2004,Raw Materials Item 5,Raw Materials,109,357005.26,38913573.28,40156.66,USD,2025-04-01,2025-04-01,Delivered,Paid,Chidi Eze,Ibadan,0,0.21,0,273.96,1343.5,31.0,None,0,Raw Materials Supplier 2 (UK),57.0,68.0,7.0,1.31,40.0,15.5,0.0,0,30.8,Medium Risk,2.6,0.3,0.4179130784490954,6.0
PO101193,2025-03-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2001,Raw Materials Item 2,Raw Materials,809,68979.32,55804271.66,36478.56,USD,2025-04-23,2025-05-23,Delivered,Paid,Chidi Eze,Lagos,0,0.16,0,275.16,1232.27,28.0,None,0,Raw Materials Supplier 2 (UK),57.0,68.0,7.0,1.31,40.0,15.5,30.0,1,30.4,Medium Risk,0.2,0.3,0.599311062806623,1.0
PO100262,2025-03-23,SUP1001,Raw Materials Supplier 2 (UK),MAT2010,Raw Materials Item 11,Raw Materials,758,112091.22,84965144.8,96271.11,USD,2025-04-11,2025-04-25,Delivered,Paid,Chidi Eze,Kano,0,0.21,0,281.03,1186.75,25.0,None,0,Raw Materials Supplier 2 (UK),57.0,68.0,7.0,1.31,40.0,15.5,14.0,1,29.9,Low Risk,6.2,0.3,0.9124848280764503,4.0
PO100518,2025-03-27,SUP1001,Raw Materials Supplier 2 (UK),MAT2001,Raw Materials Item 2,Raw Materials,976,65327.92,63760046.79,62256.24,USD,2025-05-01,2025-05-01,Delivered,Paid,John Obi,Kano,0,0.22,0,253.11,1261.11,29.0,None,0,Raw Materials Supplier 2 (UK),57.0,68.0,7.0,1.31,40.0,15.5,0.0,0,30.5,Medium Risk,9.0,0.4,0.6847522648289488,4.0
PO102238,2025-04-07,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,914,253996.13,232152458.44,198129.87,USD,2025-04-14,2025-04-14,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.67,0,288.32,1347.43,54.0,None,0,Raw Materials Supplier 2 (UK),84.0,77.7,7.5,1.62,27.0,8.5,0.0,0,24.4,Low Risk,9.0,0.4,2.4932058507731596,11.0
PO100739,2025-04-08,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,31,36652.35,1136222.97,1221.28,USD,2025-05-28,2025-06-10,Delivered,Paid,John Obi,Ibadan,1,0.3,0,279.43,1196.65,56.0,None,0,Raw Materials Supplier 2 (UK),84.0,77.7,7.5,1.62,27.0,8.5,13.0,1,24.7,Low Risk,8.8,0.4,0.012202488724964355,1.0
PO100894,2025-04-21,SUP1001,Raw Materials Supplier 2 (UK),MAT2018,Raw Materials Item 19,Raw Materials,121,28461.0,3443780.75,2422.89,USD,2025-07-06,2025-07-10,Delivered,Paid,Chidi Eze,Ibadan,1,0.84,0,264.07,1399.31,44.0,None,0,Raw Materials Supplier 2 (UK),84.0,77.7,7.5,1.62,27.0,8.5,4.0,1,22.9,Low Risk,11.4,0.4,0.03698455046470702,13.0
PO100362,2025-05-06,SUP1001,Raw Materials Supplier 2 (UK),MAT2009,Raw Materials Item 10,Raw Materials,107,145094.51,15525112.73,10266.35,USD,2025-07-12,2025-07-12,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.87,0,266.36,1382.61,64.0,None,0,Raw Materials Supplier 2 (UK),83.0,81.5,2.5,6.38,79.0,20.0,0.0,0,28.5,Low Risk,6.2,0.5,0.16673225066170383,15.0
PO101854,2025-05-09,SUP1001,Raw Materials Supplier 2 (UK),MAT2008,Raw Materials Item 9,Raw Materials,282,373111.88,105217548.92,100215.31,USD,2025-07-28,2025-07-28,Partial,Pending,John Obi,Ibadan,1,0.88,0,263.55,1405.45,55.0,None,0,Raw Materials Supplier 2 (UK),83.0,81.5,2.5,6.38,79.0,20.0,0.0,0,27.1,Low Risk,3.4,0.5,1.1299859167296058,3.0
PO101370,2025-05-12,SUP1001,Raw Materials Supplier 2 (UK),MAT2009,Raw Materials Item 10,Raw Materials,231,131233.87,30315024.0,37000.43,USD,2025-07-18,2025-07-19,Delivered,Overdue,John Obi,Kano,1,0.87,0,277.64,1412.52,53.0,None,0,Raw Materials Supplier 2 (UK),83.0,81.5,2.5,6.38,79.0,20.0,1.0,1,26.8,Low Risk,3.4,0.5,0.3255687909187611,3.0
PO101421,2025-05-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,902,173813.4,156779684.97,106310.21,USD,2025-08-09,2025-08-22,Delivered,Paid,Chidi Eze,Ibadan,1,0.71,0,273.74,1432.46,69.0,None,0,Raw Materials Supplier 2 (UK),83.0,81.5,2.5,6.38,79.0,20.0,13.0,1,29.2,Low Risk,3.6,0.5,1.683738481497068,7.0
PO101398,2025-05-25,SUP1001,Raw Materials Supplier 2 (UK),MAT2009,Raw Materials Item 10,Raw Materials,647,105485.83,68249332.72,55484.02,USD,2025-07-31,2025-08-02,Delivered,Pending,Sarah Ahmed,Lagos,1,0.72,0,268.13,1321.35,64.0,None,0,Raw Materials Supplier 2 (UK),83.0,81.5,2.5,6.38,79.0,20.0,2.0,1,28.5,Low Risk,3.6,0.6,0.7329650385453313,6.0
PO100781,2025-05-26,SUP1001,Raw Materials Supplier 2 (UK),MAT2004,Raw Materials Item 5,Raw Materials,388,396812.64,153963305.25,137197.38,USD,2025-06-09,2025-06-29,Delivered,Overdue,Chidi Eze,Ibadan,1,0.81,0,294.88,1421.15,45.0,None,0,Raw Materials Supplier 2 (UK),83.0,81.5,2.5,6.38,79.0,20.0,20.0,1,25.6,Low Risk,3.2,0.6,1.653491916618593,1.0
PO102082,2025-06-04,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,893,36308.07,32423108.89,31384.94,USD,2025-07-24,2025-07-24,Delivered,Paid,Chidi Eze,Lagos,1,0.38,0,253.3,1333.81,45.0,None,0,Raw Materials Supplier 2 (UK),57.0,76.9,3.7,5.03,15.0,22.9,0.0,0,35.2,Medium Risk,7.2,0.6,0.3482086096697346,9.0
PO100153,2025-06-16,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,283,303211.04,85808723.58,94016.13,USD,2025-06-23,2025-06-23,Delivered,Overdue,John Obi,Lagos,1,0.56,0,326.63,1472.47,47.0,None,0,Raw Materials Supplier 2 (UK),57.0,76.9,3.7,5.03,15.0,22.9,0.0,0,35.5,Medium Risk,7.2,0.6,0.9215444588209064,12.0
PO100212,2025-06-26,SUP1001,Raw Materials Supplier 2 (UK),MAT2020,Raw Materials Item 21,Raw Materials,662,173747.51,115020848.64,122740.38,USD,2025-09-02,2025-09-24,Delivered,Pending,Chidi Eze,Lagos,1,0.5,0,246.89,1484.22,62.0,None,0,Raw Materials Supplier 2 (UK),57.0,76.9,3.7,5.03,15.0,22.9,22.0,1,37.7,Medium Risk,7.0,0.6,1.2352686450841877,10.0
PO100616,2025-07-07,SUP1001,Raw Materials Supplier 2 (UK),MAT2008,Raw Materials Item 9,Raw Materials,16,308587.92,4937406.68,3204.22,USD,2025-09-25,2025-10-08,Delivered,Overdue,Chidi Eze,Lagos,1,0.79,0,329.92,1402.21,44.0,None,0,Raw Materials Supplier 2 (UK),79.0,83.7,7.6,3.66,20.0,19.0,13.0,1,28.1,Low Risk,8.8,0.6,0.05302537524238195,11.0
PO101595,2025-07-11,SUP1001,Raw Materials Supplier 2 (UK),MAT2010,Raw Materials Item 11,Raw Materials,283,103961.08,29420984.63,22765.53,USD,2025-07-30,2025-08-12,Delivered,Overdue,Chidi Eze,Ibadan,1,0.73,0,300.79,1333.08,52.0,None,0,Raw Materials Supplier 2 (UK),79.0,83.7,7.6,3.66,20.0,19.0,13.0,1,29.3,Low Risk,11.0,0.6,0.31596723768480456,4.0
PO100037,2025-07-12,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,600,33908.36,20345016.89,24137.29,USD,2025-08-31,2025-08-31,Delivered,Pending,John Obi,Lagos,1,0.82,0,256.04,1320.3,63.0,None,0,Raw Materials Supplier 2 (UK),79.0,83.7,7.6,3.66,20.0,19.0,0.0,0,30.9,Medium Risk,9.6,0.7,0.21849570530107693,1.0
PO100328,2025-07-12,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,899,159411.68,143311099.31,137748.23,USD,2025-10-02,2025-10-17,Delivered,Overdue,Chidi Eze,Kano,1,0.82,0,256.04,1320.3,63.0,None,0,Raw Materials Supplier 2 (UK),79.0,83.7,7.6,3.66,20.0,19.0,15.0,1,30.9,Medium Risk,9.6,0.7,1.5390923433738732,0.0
PO102084,2025-07-14,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,186,270931.0,50393165.69,33060.9,USD,2025-07-21,2025-08-01,Delivered,Overdue,John Obi,Lagos,1,0.35,0,295.07,1458.63,58.0,None,0,Raw Materials Supplier 2 (UK),79.0,83.7,7.6,3.66,20.0,19.0,11.0,1,30.2,Medium Risk,12.6,0.7,0.5411983848095286,2.0
PO100766,2025-07-28,SUP1001,Raw Materials Supplier 2 (UK),MAT2014,Raw Materials Item 15,Raw Materials,181,137419.95,24873010.27,16618.62,USD,2025-08-28,2025-09-02,Delivered,Overdue,Chidi Eze,Ibadan,1,0.72,0,264.72,1572.44,56.0,None,0,Raw Materials Supplier 2 (UK),79.0,83.7,7.6,3.66,20.0,19.0,5.0,1,29.9,Low Risk,10.4,0.7,0.2671241784309268,14.0
PO100389,2025-08-04,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,396,146720.63,58101368.61,56779.0,USD,2025-10-25,2025-10-25,Delivered,Pending,John Obi,Ibadan,1,0.39,0,330.16,1554.73,57.0,None,0,Raw Materials Supplier 2 (UK),68.0,68.0,12.4,6.42,63.0,12.0,0.0,0,43.4,Medium Risk,8.8,0.7,0.6239807802587576,7.0
PO100765,2025-08-05,SUP1001,Raw Materials Supplier 2 (UK),MAT2009,Raw Materials Item 10,Raw Materials,733,106053.67,77737339.6,49927.19,USD,2025-10-11,2025-10-13,Delivered,Paid,Chidi Eze,Lagos,1,0.74,0,287.33,1407.32,52.0,None,0,Raw Materials Supplier 2 (UK),68.0,68.0,12.4,6.42,63.0,12.0,2.0,1,42.6,Medium Risk,6.2,0.6,0.8348616733014339,1.0
PO101784,2025-08-09,SUP1001,Raw Materials Supplier 2 (UK),MAT2017,Raw Materials Item 18,Raw Materials,691,417204.62,288288393.11,201665.38,USD,2025-10-25,2025-11-19,Delivered,Pending,Chidi Eze,Ibadan,1,0.3,0,269.53,1479.15,49.0,None,0,Raw Materials Supplier 2 (UK),68.0,68.0,12.4,6.42,63.0,12.0,25.0,1,42.2,Medium Risk,6.6,0.7,3.09607881493794,4.0
PO100213,2025-08-18,SUP1001,Raw Materials Supplier 2 (UK),MAT2000,Raw Materials Item 1,Raw Materials,245,204979.47,50219969.26,33603.34,USD,2025-10-30,2025-11-24,Delivered,Paid,Chidi Eze,Ibadan,1,0.88,0,273.88,1404.78,49.0,None,0,Raw Materials Supplier 2 (UK),68.0,68.0,12.4,6.42,63.0,12.0,25.0,1,42.2,Medium Risk,8.6,0.8,0.5393383383749111,9.0
PO102382,2025-08-18,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,115,294969.19,33921457.28,22908.58,USD,2025-08-25,2025-08-29,Delivered,Paid,Sarah Ahmed,Lagos,1,0.88,0,273.88,1404.78,49.0,None,0,Raw Materials Supplier 2 (UK),68.0,68.0,12.4,6.42,63.0,12.0,4.0,1,42.2,Medium Risk,11.4,0.8,0.36430015139859395,0.0
PO101880,2025-08-27,SUP1001,Raw Materials Supplier 2 (UK),MAT2010,Raw Materials Item 11,Raw Materials,120,99418.28,11930193.76,9835.15,USD,2025-09-15,2025-10-11,Delivered,Paid,John Obi,Lagos,1,0.31,0,325.66,1618.42,44.0,None,0,Raw Materials Supplier 2 (UK),68.0,68.0,12.4,6.42,63.0,12.0,26.0,1,41.4,Medium Risk,11.2,0.8,0.12812454833846573,9.0
PO102314,2025-09-05,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,691,192399.65,132948160.6,150627.94,USD,2025-11-26,2025-12-01,Delivered,Paid,John Obi,Lagos,1,0.59,0,323.03,1448.23,57.0,None,0,Raw Materials Supplier 2 (UK),80.0,85.9,11.9,5.73,27.0,13.5,5.0,1,37.0,Medium Risk,16.4,0.8,1.4277993611819433,9.0
PO100799,2025-09-14,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,262,195659.07,51262677.41,38798.89,USD,2025-12-05,2025-12-05,Delivered,Overdue,John Obi,Kano,1,0.32,0,262.31,1532.07,41.0,None,0,Raw Materials Supplier 2 (UK),80.0,85.9,11.9,5.73,27.0,13.5,0.0,0,34.6,Medium Risk,17.0,0.9,0.5505365228684032,9.0
PO100655,2025-09-21,SUP1001,Raw Materials Supplier 2 (UK),MAT2020,Raw Materials Item 21,Raw Materials,230,232226.62,53412123.16,46229.2,USD,2025-11-28,2025-12-21,Delivered,Overdue,Chidi Eze,Ibadan,1,0.51,0,315.77,1601.56,51.0,None,0,Raw Materials Supplier 2 (UK),80.0,85.9,11.9,5.73,27.0,13.5,23.0,1,36.1,Medium Risk,12.0,0.8,0.5736205373812391,7.0
PO101409,2025-10-01,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,56,206438.56,11560559.57,11982.04,USD,2025-12-22,2026-01-04,Partial,Paid,Chidi Eze,Ibadan,1,0.78,0,262.68,1383.42,48.0,None,0,Raw Materials Supplier 2 (UK),63.0,76.7,5.0,6.94,51.0,17.0,13.0,1,37.4,Medium Risk,11.6,0.8,0.12415485475285169,10.0
PO100023,2025-10-09,SUP1001,Raw Materials Supplier 2 (UK),MAT2009,Raw Materials Item 10,Raw Materials,961,118803.73,114170386.65,85082.55,USD,2025-12-15,2026-01-04,Delivered,Paid,John Obi,Kano,1,0.68,0,345.83,1524.13,43.0,None,0,Raw Materials Supplier 2 (UK),63.0,76.7,5.0,6.94,51.0,17.0,20.0,1,36.7,Medium Risk,13.4,0.8,1.2261350919718212,8.0
PO102126,2025-10-15,SUP1001,Raw Materials Supplier 2 (UK),MAT2014,Raw Materials Item 15,Raw Materials,281,120464.7,33850579.45,41899.41,USD,2025-11-15,2025-12-12,Delivered,Paid,Sarah Ahmed,Lagos,1,0.71,0,343.35,1560.09,47.0,None,0,Raw Materials Supplier 2 (UK),63.0,76.7,5.0,6.94,51.0,17.0,27.0,1,37.3,Medium Risk,12.2,0.9,0.3635389575622953,6.0
PO100443,2025-10-17,SUP1001,Raw Materials Supplier 2 (UK),MAT2011,Raw Materials Item 12,Raw Materials,503,159104.62,80029621.59,93706.74,USD,2025-12-15,2025-12-24,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.64,0,347.75,1437.6,68.0,None,0,Raw Materials Supplier 2 (UK),63.0,76.7,5.0,6.94,51.0,17.0,9.0,1,40.4,Medium Risk,16.6,0.9,0.8594796803968318,2.0
PO101736,2025-10-23,SUP1001,Raw Materials Supplier 2 (UK),MAT2007,Raw Materials Item 8,Raw Materials,753,413129.23,311086308.88,208552.32,USD,2025-11-26,2025-11-30,Delivered,Pending,Chidi Eze,Lagos,1,0.65,0,347.26,1430.13,43.0,None,0,Raw Materials Supplier 2 (UK),63.0,76.7,5.0,6.94,51.0,17.0,4.0,1,36.7,Medium Risk,18.4,0.9,3.340917475554097,6.0
