po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category
PO100073,2025-12-06,SUP1037,Services Supplier 10 (NIG),MAT2060,Services Item 7,Services,941,200269.94,188454009.51,,NGN,2026-02-22,2026-02-24,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.35,1,295.4,1535.13,56.0,None,0,Services Supplier 10 (NIG),62,84.5,9.3,1.66,28,15.8,2.0,1,35.4,Medium Risk
PO100074,2024-06-22,SUP1006,Raw Materials Supplier 7 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,250,213836.23,53459056.95,,NGN,2024-08-20,2024-08-20,Delivered,Overdue,Chidi Eze,Kano,1,0.59,0,219.23,1071.66,48.0,None,0,Raw Materials Supplier 7 (NIG),65,77.6,4.9,0.88,65,29.4,0.0,0,27.4,Low Risk
PO100075,2024-08-01,SUP1039,Services Supplier 12 (IND),MAT2066,Services Item 13,Services,680,388000.42,263840286.51,221439.56,USD,2024-10-07,2024-10-19,Partial,Pending,John Obi,Ibadan,1,0.82,0,204.7,945.86,59.0,None,0,Services Supplier 12 (IND),48,68.1,11.2,1.45,30,17.6,12.0,1,43.0,Medium Risk
PO100076,2025-05-25,SUP1009,Packaging Supplier 2 (CHI),MAT2024,Packaging Item 4,Packaging,885,210749.04,186512899.89,117692.9,USD,2025-08-11,2025-08-28,Delivered,Pending,John Obi,Lagos,1,0.72,0,268.13,1321.35,64.0,None,0,Packaging Supplier 2 (CHI),23,60.5,10.1,4.36,41,15.9,17.0,1,57.0,Medium Risk
PO100077,2025-06-04,SUP1004,Raw Materials Supplier 5 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,688,165907.99,114144698.1,,NGN,2025-08-02,2025-07-29,Delivered,Pending,John Obi,Lagos,1,0.38,0,253.3,1333.81,45.0,None,0,Raw Materials Supplier 5 (NIG),78,61.5,14.2,4.41,47,19.6,-4.0,0,36.4,Medium Risk
PO100078,2025-09-25,SUP1012,Packaging Supplier 5 (USA),MAT2026,Packaging Item 6,Packaging,80,572490.44,45799234.91,36834.87,USD,2025-12-15,2025-12-24,Delivered,Paid,Chidi Eze,Lagos,1,0.5,0,265.69,1471.45,50.0,None,0,Packaging Supplier 5 (USA),81,80.7,12.6,1.3,78,16.9,9.0,1,29.6,Low Risk
PO100079,2024-12-04,SUP1017,Packaging Supplier 10 (IND),MAT2023,Packaging Item 3,Packaging,143,493913.23,70629591.83,49088.86,USD,2025-02-07,2025-02-07,Delivered,Paid,John Obi,Ibadan,0,0.35,1,259.0,1134.94,38.0,None,0,Packaging Supplier 10 (IND),73,83.6,10.6,5.64,88,14.4,0.0,0,35.6,Medium Risk
PO100080,2024-10-25,SUP1023,Equipment Supplier 5 (IND),MAT2047,Equipment Item 9,Equipment,26,121952.69,3170769.94,3766.12,USD,2024-11-14,2024-12-12,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.71,0,217.48,1156.89,50.0,None,0,Equipment Supplier 5 (IND),31,70.7,6.9,2.7,18,20.8,28.0,1,46.1,Medium Risk
PO100081,2025-03-01,SUP1005,Raw Materials Supplier 6 (NIG),MAT2019,Raw Materials Item 20,Raw Materials,472,509483.27,240476103.68,,NGN,2025-04-07,2025-04-04,Delivered,Pending,Sarah Ahmed,Kano,0,0.32,0,261.37,1352.31,37.0,None,0,Raw Materials Supplier 6 (NIG),71,83.0,9.4,7.61,86,25.0,-3.0,0,38.0,Medium Risk
PO100082,2024-03-27,SUP1004,Raw Materials Supplier 5 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,500,397877.11,198938557.12,,NGN,2024-04-30,2024-05-01,Delivered,Overdue,John Obi,Lagos,0,0.12,0,234.99,943.82,26.0,None,0,Raw Materials Supplier 5 (NIG),81,86.5,3.8,2.65,83,10.2,1.0,1,19.3,Low Risk
PO100083,2025-01-19,SUP1010,Packaging Supplier 3 (NIG),MAT2029,Packaging Item 9,Packaging,77,26034.0,2004617.63,,NGN,2025-04-01,2025-05-01,Delivered,Overdue,Chidi Eze,Kano,0,0.37,1,290.87,1258.32,52.0,None,0,Packaging Supplier 3 (NIG),64,72.0,3.2,0.56,80,18.1,30.0,1,26.2,Low Risk
PO100084,2024-12-22,SUP1037,Services Supplier 10 (NIG),MAT2060,Services Item 7,Services,527,193491.67,101970111.53,,NGN,2025-03-10,2025-03-10,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.12,1,293.4,1228.16,48.0,None,0,Services Supplier 10 (NIG),80,83.9,3.8,5.89,79,20.3,0.0,0,27.8,Low Risk
PO100085,2024-10-15,SUP1030,Services Supplier 3 (CHI),MAT2066,Services Item 13,Services,357,515075.88,183882089.57,164329.49,USD,2024-12-21,2025-01-05,Delivered,Pending,Sarah Ahmed,Lagos,1,0.64,0,253.43,1155.75,66.0,None,0,Services Supplier 3 (CHI),59,63.5,2.8,6.14,15,18.3,15.0,1,38.3,Medium Risk
PO100086,2026-01-28,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,78,383292.13,29896786.32,,NGN,2026-02-26,,Pending,Pending,Sarah Ahmed,Lagos,0,0.31,1,345.8,1679.74,52.0,None,0,Services Supplier 5 (NIG),58,87.4,3.6,4.45,54,21.8,,0,34.9,Medium Risk
PO100087,2025-03-12,SUP1013,Packaging Supplier 6 (NIG),MAT2028,Packaging Item 8,Packaging,579,255465.1,147914293.19,,NGN,2025-05-22,2025-06-21,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.36,0,251.34,1176.31,32.0,None,0,Packaging Supplier 6 (NIG),64,81.3,4.3,3.3,73,24.4,30.0,1,28.4,Low Risk
PO100088,2026-01-06,SUP1030,Services Supplier 3 (CHI),MAT2070,Services Item 17,Services,898,200047.18,179642367.46,213565.83,USD,2026-01-21,2026-01-21,Delivered,Paid,Chidi Eze,Kano,0,0.2,1,302.98,1565.57,50.0,None,0,Services Supplier 3 (CHI),41,66.0,14.3,5.75,28,13.7,0.0,0,54.0,Medium Risk
PO100089,2024-09-29,SUP1013,Packaging Supplier 6 (NIG),MAT2038,Packaging Item 18,Packaging,682,165223.34,112682316.71,,NGN,2024-10-15,2024-11-01,Delivered,Pending,John Obi,Ibadan,1,0.86,0,252.02,1178.95,45.0,None,0,Packaging Supplier 6 (NIG),64,61.5,10.4,2.64,70,15.0,17.0,1,35.5,Medium Risk
PO100090,2025-10-04,SUP1015,Packaging Supplier 8 (NIG),MAT2032,Packaging Item 12,Packaging,836,61690.36,51573137.34,,NGN,2025-12-22,2026-01-21,Partial,Pending,John Obi,Lagos,1,0.56,0,316.88,1557.27,53.0,None,0,Packaging Supplier 8 (NIG),73,60.6,5.4,4.86,33,16.4,30.0,1,31.4,Medium Risk
PO100091,2024-11-30,SUP1026,Equipment Supplier 8 (NIG),MAT2046,Equipment Item 8,Equipment,953,459356.69,437766927.69,,NGN,2024-12-20,2024-12-20,Delivered,Overdue,John Obi,Lagos,0,0.16,0,244.62,1232.94,40.0,None,0,Equipment Supplier 8 (NIG),83,92.3,12.3,1.94,63,23.9,0.0,0,28.0,Low Risk
PO100092,2025-12-04,SUP1005,Raw Materials Supplier 6 (NIG),MAT2013,Raw Materials Item 14,Raw Materials,103,35344.57,3640490.57,,NGN,2026-01-23,2026-01-23,Delivered,Pending,John Obi,Ibadan,0,0.16,1,328.98,1635.05,43.0,None,0,Raw Materials Supplier 6 (NIG),71,79.5,14.0,1.66,19,19.2,0.0,0,34.5,Medium Risk
PO100093,2025-01-09,SUP1021,Equipment Supplier 3 (NIG),MAT2040,Equipment Item 2,Equipment,805,45497.8,36625725.48,,NGN,2025-02-12,2025-02-10,Delivered,Paid,Chidi Eze,Lagos,0,0.28,1,286.95,1256.51,44.0,Strike,7,Equipment Supplier 3 (NIG),46,73.7,6.3,1.27,70,29.6,-2.0,0,46.9,Medium Risk
PO100094,2024-11-29,SUP1031,Services Supplier 4 (NIG),MAT2067,Services Item 14,Services,687,102150.88,70177654.54,,NGN,2025-02-02,2025-02-23,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.25,0,290.51,1178.76,29.0,None,0,Services Supplier 4 (NIG),70,83.8,3.9,2.63,19,22.0,21.0,1,24.2,Low Risk
PO100095,2024-06-17,SUP1020,Equipment Supplier 2 (CHI),MAT2044,Equipment Item 6,Equipment,704,343183.77,241601372.99,203144.8,USD,2024-09-15,2024-09-12,Delivered,Paid,John Obi,Lagos,1,0.49,0,244.78,1062.64,61.0,None,0,Equipment Supplier 2 (CHI),50,63.9,11.4,1.61,59,6.9,-3.0,0,43.0,Medium Risk
PO100096,2024-12-29,SUP1018,Packaging Supplier 11 (IND),MAT2024,Packaging Item 4,Packaging,795,191649.51,152361361.03,151691.55,USD,2025-03-17,2025-03-12,Delivered,Overdue,John Obi,Lagos,0,0.28,1,285.02,1218.41,58.0,Strike,10,Packaging Supplier 11 (IND),63,83.1,4.3,6.89,77,20.6,-5.0,0,53.1,Medium Risk
PO100097,2025-03-20,SUP1017,Packaging Supplier 10 (IND),MAT2025,Packaging Item 5,Packaging,522,83540.03,43607896.41,32678.83,USD,2025-05-03,2025-05-23,Delivered,Paid,Sarah Ahmed,Lagos,0,0.14,0,269.49,1188.06,31.0,None,0,Packaging Supplier 10 (IND),73,61.6,12.9,3.12,89,5.5,20.0,1,33.0,Medium Risk
PO100098,2025-06-09,SUP1004,Raw Materials Supplier 5 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,892,225845.08,201453815.78,,NGN,2025-06-25,2025-07-15,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.6,0,284.72,1439.87,52.0,None,0,Raw Materials Supplier 5 (NIG),78,61.5,14.2,4.41,47,19.6,20.0,1,37.4,Medium Risk
PO100099,2025-04-14,SUP1006,Raw Materials Supplier 7 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,999,59717.12,59657399.88,,NGN,2025-05-19,2025-06-12,Delivered,Pending,John Obi,Ibadan,1,0.53,0,280.47,1214.12,40.0,None,0,Raw Materials Supplier 7 (NIG),56,68.5,10.1,1.61,51,10.3,24.0,1,36.1,Medium Risk
PO100100,2024-06-12,SUP1008,Packaging Supplier 1 (CHI),MAT2036,Packaging Item 16,Packaging,456,129965.81,59264408.81,48610.45,USD,2024-08-08,2024-08-22,Delivered,Paid,Sarah Ahmed,Lagos,1,0.63,0,229.2,915.58,47.0,None,0,Packaging Supplier 1 (CHI),40,86.9,2.7,2.81,72,10.8,14.0,1,38.0,Medium Risk
PO100101,2024-05-13,SUP1004,Raw Materials Supplier 5 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,553,64231.28,35519896.65,,NGN,2024-06-17,2024-07-04,Delivered,Paid,John Obi,Lagos,1,0.83,0,230.58,977.36,55.0,None,0,Raw Materials Supplier 5 (NIG),74,68.1,2.1,3.3,67,27.6,17.0,1,25.7,Low Risk
PO100102,2024-07-23,SUP1025,Equipment Supplier 7 (GER),MAT2050,Equipment Item 12,Equipment,212,232563.8,49303526.53,53457.39,USD,2024-08-31,2024-08-30,Delivered,Overdue,Sarah Ahmed,Kano,1,0.39,0,237.16,990.08,57.0,None,0,Equipment Supplier 7 (GER),73,88.3,14.9,2.19,69,24.2,-1.0,0,37.5,Medium Risk
PO100103,2025-10-10,SUP1036,Services Supplier 9 (NIG),MAT2056,Services Item 3,Services,707,509062.66,359907299.12,,NGN,2025-12-30,2026-01-14,Delivered,Pending,John Obi,Ibadan,1,0.58,0,338.85,1464.38,59.0,None,0,Services Supplier 9 (NIG),56,90.8,2.4,6.13,79,13.2,15.0,1,38.0,Medium Risk
PO100104,2024-05-04,SUP1039,Services Supplier 12 (IND),MAT2057,Services Item 4,Services,462,237245.88,109607597.54,76271.91,USD,2024-05-16,2024-06-02,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.58,0,218.3,877.19,54.0,None,0,Services Supplier 12 (IND),65,80.0,7.6,4.67,65,8.9,17.0,1,36.7,Medium Risk
PO100105,2024-04-03,SUP1001,Raw Materials Supplier 2 (UK),MAT2008,Raw Materials Item 9,Raw Materials,387,427910.42,165601330.79,192250.12,USD,2024-06-22,2024-06-22,Delivered,Overdue,Sarah Ahmed,Kano,1,0.33,0,217.57,951.67,42.0,None,0,Raw Materials Supplier 2 (UK),57,78.0,5.7,1.63,35,12.2,0.0,0,31.6,Medium Risk
PO100106,2025-09-14,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,470,116033.9,54535934.47,43374.56,USD,2025-10-03,2025-10-03,Delivered,Paid,John Obi,Ibadan,1,0.32,0,262.31,1532.07,41.0,None,0,Raw Materials Supplier 8 (USA),81,90.7,13.4,2.34,83,12.9,0.0,0,30.7,Medium Risk
PO100107,2024-06-09,SUP1020,Equipment Supplier 2 (CHI),MAT2048,Equipment Item 10,Equipment,741,120662.89,89411201.9,67895.12,USD,2024-09-01,2024-09-01,Delivered,Overdue,Chidi Eze,Kano,1,0.86,0,213.26,960.28,63.0,None,0,Equipment Supplier 2 (CHI),50,63.9,11.4,1.61,59,6.9,0.0,0,43.3,Medium Risk
PO100108,2025-11-10,SUP1008,Packaging Supplier 1 (CHI),MAT2028,Packaging Item 8,Packaging,382,292045.57,111561406.43,108700.96,USD,2026-01-20,2026-02-05,Delivered,Paid,Chidi Eze,Kano,0,0.29,0,318.32,1421.92,29.0,None,0,Packaging Supplier 1 (CHI),45,72.2,12.5,2.09,40,18.8,16.0,1,42.0,Medium Risk
PO100109,2025-02-01,SUP1001,Raw Materials Supplier 2 (UK),MAT2011,Raw Materials Item 12,Raw Materials,347,157559.74,54673228.16,40718.77,USD,2025-04-01,2025-04-01,Delivered,Paid,Sarah Ahmed,Lagos,0,0.14,0,230.3,1350.9,25.0,None,0,Raw Materials Supplier 2 (UK),84,77.7,7.5,1.62,27,8.5,0.0,0,20.1,Low Risk
PO100110,2025-10-13,SUP1010,Packaging Supplier 3 (NIG),MAT2029,Packaging Item 9,Packaging,948,28620.16,27131915.46,,NGN,2025-12-24,2026-01-13,Delivered,Paid,Sarah Ahmed,Kano,1,0.36,0,319.62,1626.66,52.0,None,0,Packaging Supplier 3 (NIG),61,75.8,6.6,1.89,15,21.6,20.0,1,32.8,Medium Risk
PO100111,2025-03-16,SUP1027,Equipment Supplier 9 (IND),MAT2039,Equipment Item 1,Equipment,842,280039.43,235793201.04,173089.12,USD,2025-06-03,2025-07-01,Delivered,Overdue,Chidi Eze,Ibadan,0,0.18,0,276.14,1315.33,37.0,None,0,Equipment Supplier 9 (IND),61,84.1,8.4,1.9,23,23.2,28.0,1,32.4,Medium Risk
PO100112,2024-03-14,SUP1027,Equipment Supplier 9 (IND),MAT2052,Equipment Item 14,Equipment,326,20767.04,6770056.35,6969.71,USD,2024-05-02,2024-05-28,Delivered,Paid,John Obi,Lagos,0,0.4,0,232.69,825.75,28.0,None,0,Equipment Supplier 9 (IND),46,87.4,7.2,3.54,89,20.2,26.0,1,38.3,Medium Risk
PO100113,2024-12-23,SUP1006,Raw Materials Supplier 7 (NIG),MAT2006,Raw Materials Item 7,Raw Materials,529,41576.94,21994202.38,,NGN,2025-01-29,2025-02-26,Partial,Pending,Chidi Eze,Lagos,0,0.2,1,286.6,1260.79,53.0,None,0,Raw Materials Supplier 7 (NIG),84,80.2,3.5,3.6,61,17.0,28.0,1,23.2,Low Risk
PO100114,2025-10-28,SUP1038,Services Supplier 11 (CHI),MAT2061,Services Item 8,Services,167,445493.17,74397359.17,50780.54,USD,2025-11-23,2025-11-28,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.5,0,333.12,1497.84,65.0,None,0,Services Supplier 11 (CHI),64,89.6,11.0,3.78,51,19.0,5.0,1,40.8,Medium Risk
PO100115,2026-01-17,SUP1012,Packaging Supplier 5 (USA),MAT2026,Packaging Item 6,Packaging,464,530016.5,245927657.37,175422.92,USD,2026-04-08,,Pending,Pending,Chidi Eze,Lagos,0,0.2,1,343.61,1505.05,53.0,None,0,Packaging Supplier 5 (USA),66,79.4,7.7,7.44,20,7.7,,0,40.4,Medium Risk
PO100116,2025-01-06,SUP1031,Services Supplier 4 (NIG),MAT2054,Services Item 1,Services,935,326872.74,305626007.75,,NGN,2025-03-08,2025-03-31,Delivered,Pending,Sarah Ahmed,Kano,0,0.34,1,293.2,1264.16,41.0,None,0,Services Supplier 4 (NIG),81,67.5,5.8,7.75,22,29.6,23.0,1,31.2,Medium Risk
PO100117,2025-08-18,SUP1029,Services Supplier 2 (NIG),MAT2061,Services Item 8,Services,999,445456.35,445010892.74,,NGN,2025-09-13,2025-09-13,Delivered,Pending,John Obi,Kano,1,0.88,0,273.88,1404.78,49.0,None,0,Services Supplier 2 (NIG),70,82.2,6.8,0.93,64,28.5,0.0,0,27.5,Low Risk
PO100118,2025-07-01,SUP1020,Equipment Supplier 2 (CHI),MAT2044,Equipment Item 6,Equipment,577,374497.96,216085324.44,157827.8,USD,2025-09-29,2025-10-01,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.37,0,318.08,1400.51,40.0,None,0,Equipment Supplier 2 (CHI),38,89.1,8.7,4.17,64,14.5,2.0,1,45.8,Medium Risk
PO100119,2025-08-03,SUP1010,Packaging Supplier 3 (NIG),MAT2034,Packaging Item 14,Packaging,860,215148.12,185027380.94,,NGN,2025-10-23,2025-11-01,Delivered,Pending,John Obi,Ibadan,1,0.33,0,324.25,1383.69,54.0,None,0,Packaging Supplier 3 (NIG),39,63.0,10.3,3.62,73,27.9,9.0,1,48.2,Medium Risk
PO100120,2024-04-19,SUP1030,Services Supplier 3 (CHI),MAT2059,Services Item 6,Services,524,105389.43,55224062.64,49799.28,USD,2024-05-27,2024-05-27,Delivered,Pending,John Obi,Kano,1,0.83,0,213.73,931.38,45.0,None,0,Services Supplier 3 (CHI),37,87.1,7.4,3.63,51,19.7,0.0,0,44.8,Medium Risk
PO100121,2025-12-21,SUP1021,Equipment Supplier 3 (NIG),MAT2044,Equipment Item 6,Equipment,820,278006.45,227965288.46,,NGN,2026-03-21,,Pending,Pending,Sarah Ahmed,Kano,0,0.39,1,294.55,1477.66,58.0,None,0,Equipment Supplier 3 (NIG),28,72.5,4.1,6.71,79,10.6,,0,51.7,Medium Risk
PO100122,2024-07-16,SUP1036,Services Supplier 9 (NIG),MAT2058,Services Item 5,Services,469,200202.64,93895039.11,,NGN,2024-07-28,2024-07-24,Delivered,Paid,Chidi Eze,Kano,1,0.67,0,216.08,946.24,57.0,None,0,Services Supplier 9 (NIG),59,71.2,7.1,5.91,76,26.3,-4.0,0,40.9,Medium Risk
PO100123,2025-11-09,SUP1029,Services Supplier 2 (NIG),MAT2067,Services Item 14,Services,123,116263.48,14300408.49,,NGN,2026-01-13,2026-01-13,Delivered,Paid,Sarah Ahmed,Kano,0,0.11,0,333.99,1647.55,24.0,None,0,Services Supplier 2 (NIG),59,68.9,9.8,7.64,35,10.2,0.0,0,41.3,Medium Risk
PO100124,2025-11-23,SUP1037,Services Supplier 10 (NIG),MAT2059,Services Item 6,Services,74,94293.49,6977718.1,,NGN,2025-12-31,2026-01-29,Partial,Paid,Chidi Eze,Lagos,0,0.34,0,334.82,1488.21,36.0,None,0,Services Supplier 10 (NIG),63,90.7,14.9,0.82,22,24.8,29.0,1,36.3,Medium Risk
PO100125,2024-12-19,SUP1029,Services Supplier 2 (NIG),MAT2068,Services Item 15,Services,11,167613.7,1843750.74,,NGN,2025-01-24,2025-01-24,Delivered,Paid,Chidi Eze,Ibadan,0,0.14,1,279.45,1084.69,51.0,None,0,Services Supplier 2 (NIG),80,76.9,11.9,3.71,25,25.2,0.0,0,33.1,Medium Risk
PO100126,2024-05-04,SUP1005,Raw Materials Supplier 6 (NIG),MAT2019,Raw Materials Item 20,Raw Materials,409,581092.98,237667028.69,,NGN,2024-06-10,2024-06-10,Delivered,Pending,Sarah Ahmed,Kano,1,0.58,0,218.3,877.19,54.0,None,0,Raw Materials Supplier 6 (NIG),66,87.2,5.1,5.91,83,26.4,0.0,0,35.7,Medium Risk
PO100127,2024-03-12,SUP1027,Equipment Supplier 9 (IND),MAT2041,Equipment Item 3,Equipment,817,58464.21,47765263.42,48106.79,USD,2024-05-02,2024-05-03,Delivered,Pending,John Obi,Lagos,0,0.16,0,205.93,810.7,41.0,None,0,Equipment Supplier 9 (IND),46,87.4,7.2,3.54,89,20.2,1.0,1,40.3,Medium Risk
PO100128,2025-02-19,SUP1023,Equipment Supplier 5 (IND),MAT2049,Equipment Item 11,Equipment,843,397397.09,335005750.48,228781.1,USD,2025-03-24,2025-04-18,Delivered,Paid,John Obi,Kano,0,0.12,0,238.59,1217.38,31.0,None,0,Equipment Supplier 5 (IND),45,73.2,12.8,6.75,31,20.2,25.0,1,49.6,Medium Risk
PO100129,2025-06-07,SUP1005,Raw Materials Supplier 6 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,310,215519.31,66810985.54,,NGN,2025-06-23,2025-06-20,Delivered,Pending,Chidi Eze,Ibadan,1,0.59,0,255.54,1339.58,54.0,None,0,Raw Materials Supplier 6 (NIG),76,65.5,15.0,3.82,60,28.0,-3.0,0,38.4,Medium Risk
PO100130,2025-09-03,SUP1029,Services Supplier 2 (NIG),MAT2061,Services Item 8,Services,269,421024.58,113255610.86,,NGN,2025-09-29,2025-10-12,Delivered,Paid,Chidi Eze,Ibadan,1,0.59,0,263.49,1457.06,53.0,None,0,Services Supplier 2 (NIG),78,68.6,8.2,7.41,61,22.6,13.0,1,36.1,Medium Risk
PO100131,2024-11-30,SUP1001,Raw Materials Supplier 2 (UK),MAT2007,Raw Materials Item 8,Raw Materials,828,333719.93,276320105.67,182801.06,USD,2025-01-03,2025-01-22,Delivered,Paid,Sarah Ahmed,Kano,0,0.16,0,244.62,1232.94,40.0,None,0,Raw Materials Supplier 2 (UK),68,81.0,12.3,6.65,38,17.5,19.0,1,41.1,Medium Risk
PO100132,2025-07-18,SUP1026,Equipment Supplier 8 (NIG),MAT2050,Equipment Item 12,Equipment,956,295679.52,282669619.88,,NGN,2025-08-26,2025-08-26,Delivered,Overdue,John Obi,Ibadan,1,0.62,0,331.02,1569.15,68.0,None,0,Equipment Supplier 8 (NIG),83,67.1,13.2,3.47,54,18.5,0.0,0,35.4,Medium Risk
PO100133,2025-11-02,SUP1013,Packaging Supplier 6 (NIG),MAT2032,Packaging Item 12,Packaging,568,58421.3,33183296.91,,NGN,2026-01-20,2026-01-20,Delivered,Pending,Sarah Ahmed,Ibadan,0,0.22,0,332.82,1566.78,34.0,None,0,Packaging Supplier 6 (NIG),58,86.9,2.4,4.48,76,26.2,0.0,0,31.0,Medium Risk
PO100134,2025-11-03,SUP1030,Services Supplier 3 (CHI),MAT2062,Services Item 9,Services,180,486808.56,87625541.4,81041.89,USD,2025-12-02,2025-12-02,Delivered,Pending,Chidi Eze,Ibadan,0,0.36,0,281.92,1429.21,25.0,None,0,Services Supplier 3 (CHI),50,87.9,5.9,5.55,85,24.7,0.0,0,38.0,Medium Risk
PO100135,2024-12-02,SUP1005,Raw Materials Supplier 6 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,86,374302.1,32189980.31,,NGN,2025-01-05,2025-02-01,Delivered,Paid,John Obi,Lagos,0,0.22,1,289.92,1171.79,49.0,None,0,Raw Materials Supplier 6 (NIG),78,92.8,7.4,3.27,22,26.5,27.0,1,28.5,Low Risk
PO100136,2025-11-08,SUP1031,Services Supplier 4 (NIG),MAT2062,Services Item 9,Services,45,389346.23,17520580.15,,NGN,2025-12-07,2025-12-07,Delivered,Pending,Sarah Ahmed,Kano,0,0.36,0,322.08,1619.52,29.0,None,0,Services Supplier 4 (NIG),68,83.8,4.2,0.92,60,29.5,0.0,0,22.7,Low Risk
PO100137,2024-03-29,SUP1010,Packaging Supplier 3 (NIG),MAT2037,Packaging Item 17,Packaging,705,346079.14,243985794.44,,NGN,2024-05-13,2024-06-05,Delivered,Paid,Chidi Eze,Ibadan,0,0.22,0,215.15,947.75,40.0,None,0,Packaging Supplier 3 (NIG),55,62.5,5.9,3.96,90,18.3,23.0,1,35.8,Medium Risk
PO100138,2025-04-07,SUP1021,Equipment Supplier 3 (NIG),MAT2039,Equipment Item 1,Equipment,675,298796.95,201687944.0,,NGN,2025-06-25,2025-06-21,Delivered,Overdue,Chidi Eze,Ibadan,1,0.67,0,288.32,1347.43,54.0,None,0,Equipment Supplier 3 (NIG),21,78.5,7.5,2.87,23,15.4,-4.0,0,51.5,Medium Risk
PO100139,2025-09-22,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,278,110905.95,30831854.58,22616.76,USD,2025-10-11,2025-10-11,Delivered,Overdue,John Obi,Lagos,1,0.48,0,273.89,1368.71,61.0,None,0,Raw Materials Supplier 8 (USA),81,90.7,13.4,2.34,83,12.9,0.0,0,33.7,Medium Risk
PO100140,2024-07-12,SUP1005,Raw Materials Supplier 6 (NIG),MAT2015,Raw Materials Item 16,Raw Materials,472,64813.26,30591861.04,,NGN,2024-08-11,2024-08-11,Delivered,Pending,Chidi Eze,Ibadan,1,0.49,0,264.12,989.09,55.0,None,0,Raw Materials Supplier 6 (NIG),75,71.3,3.3,5.44,20,26.7,0.0,0,29.7,Low Risk
PO100141,2026-02-20,SUP1004,Raw Materials Supplier 5 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,573,460872.77,264080094.81,,NGN,2026-03-05,,Pending,Pending,Chidi Eze,Kano,0,0.33,0,326.78,1689.42,33.0,None,0,Raw Materials Supplier 5 (NIG),55,84.1,6.7,1.51,20,19.7,,0,31.9,Medium Risk
PO100142,2026-02-11,SUP1009,Packaging Supplier 2 (CHI),MAT2036,Packaging Item 16,Packaging,822,119076.75,97881086.9,99940.53,USD,2026-04-09,,Pending,Pending,John Obi,Ibadan,0,0.38,0,281.44,1813.07,35.0,None,0,Packaging Supplier 2 (CHI),49,83.3,12.3,7.12,73,14.8,,0,48.6,Medium Risk
PO100143,2024-03-22,SUP1024,Equipment Supplier 6 (IND),MAT2046,Equipment Item 8,Equipment,577,502677.72,290045041.88,247072.96,USD,2024-04-11,2024-04-14,Delivered,Paid,John Obi,Ibadan,0,0.26,0,228.93,942.07,34.0,None,0,Equipment Supplier 6 (IND),39,80.5,8.4,6.14,64,24.0,3.0,1,47.1,Medium Risk
PO100144,2025-04-07,SUP1038,Services Supplier 11 (CHI),MAT2054,Services Item 1,Services,548,280017.07,153449355.99,136091.34,USD,2025-06-07,2025-06-10,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.67,0,288.32,1347.43,54.0,None,0,Services Supplier 11 (CHI),78,94.3,7.5,4.6,36,17.0,3.0,1,31.3,Medium Risk
PO100145,2026-01-21,SUP1025,Equipment Supplier 7 (GER),MAT2046,Equipment Item 8,Equipment,141,559646.24,78910119.31,55406.23,USD,2026-02-10,2026-02-16,Delivered,Paid,Sarah Ahmed,Kano,0,0.15,1,349.61,1527.22,54.0,None,0,Equipment Supplier 7 (GER),61,87.5,6.4,5.51,74,17.0,6.0,1,38.4,Medium Risk
PO100146,2024-04-21,SUP1006,Raw Materials Supplier 7 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,540,322627.63,174218920.67,,NGN,2024-05-05,2024-05-05,Delivered,Paid,Sarah Ahmed,Kano,1,0.78,0,242.8,966.79,48.0,None,0,Raw Materials Supplier 7 (NIG),82,64.2,12.0,6.11,16,22.7,0.0,0,35.6,Medium Risk
