po_number,supplier_id,supplier_name,po_date,expected_delivery_date,actual_delivery_date,actual_lead_days,expected_lead_days,lead_time_variance,lateness_flag
PO101817,SUP1004,Raw Materials Supplier 5 (NIG),2025-11-20,2025-12-06,2025-12-28,38,16,22,1
PO102273,SUP1004,Raw Materials Supplier 5 (NIG),2025-11-20,2025-12-24,2026-01-11,52,34,18,1
PO102243,SUP1004,Raw Materials Supplier 5 (NIG),2025-11-22,2025-12-29,2026-01-06,45,37,8,1
PO100980,SUP1004,Raw Materials Supplier 5 (NIG),2025-11-26,2026-01-15,2026-01-27,62,50,12,1
PO100973,SUP1004,Raw Materials Supplier 5 (NIG),2025-11-30,2026-01-06,2026-02-03,65,37,28,1
PO101343,SUP1004,Raw Materials Supplier 5 (NIG),2025-12-08,2025-12-21,2026-01-01,24,13,11,1
PO101459,SUP1004,Raw Materials Supplier 5 (NIG),2026-01-15,2026-01-26,2026-02-13,29,11,18,1
PO102454,SUP1005,Raw Materials Supplier 6 (NIG),2024-02-29,2024-03-19,2024-03-19,19,19,0,0
PO101956,SUP1005,Raw Materials Supplier 6 (NIG),2024-03-09,2024-04-13,2024-05-13,65,35,30,1
PO101670,SUP1005,Raw Materials Supplier 6 (NIG),2024-03-20,2024-04-26,2024-04-26,37,37,0,0
PO101833,SUP1005,Raw Materials Supplier 6 (NIG),2024-03-21,2024-04-21,2024-05-17,57,31,26,1
PO102204,SUP1005,Raw Materials Supplier 6 (NIG),2024-03-26,2024-06-10,2024-06-10,76,76,0,0
PO102405,SUP1005,Raw Materials Supplier 6 (NIG),2024-03-26,2024-04-14,2024-04-14,19,19,0,0
PO101422,SUP1005,Raw Materials Supplier 6 (NIG),2024-04-23,2024-05-07,2024-05-03,10,14,-4,0
PO101823,SUP1005,Raw Materials Supplier 6 (NIG),2024-04-25,2024-07-11,2024-07-11,77,77,0,0
PO100126,SUP1005,Raw Materials Supplier 6 (NIG),2024-05-04,2024-06-10,2024-06-10,37,37,0,0
PO100807,SUP1005,Raw Materials Supplier 6 (NIG),2024-05-14,2024-07-26,2024-07-28,75,73,2,1
PO100502,SUP1005,Raw Materials Supplier 6 (NIG),2024-05-15,2024-05-29,2024-06-20,36,14,22,1
PO100657,SUP1005,Raw Materials Supplier 6 (NIG),2024-05-25,2024-07-31,2024-07-31,67,67,0,0
PO102387,SUP1005,Raw Materials Supplier 6 (NIG),2024-05-25,2024-08-10,2024-08-12,79,77,2,1
PO101039,SUP1005,Raw Materials Supplier 6 (NIG),2024-05-26,2024-08-02,2024-08-02,68,68,0,0
PO102021,SUP1005,Raw Materials Supplier 6 (NIG),2024-06-05,2024-06-12,2024-06-29,24,7,17,1
PO102127,SUP1005,Raw Materials Supplier 6 (NIG),2024-06-25,2024-07-06,2024-07-03,8,11,-3,0
PO100447,SUP1005,Raw Materials Supplier 6 (NIG),2024-06-26,2024-09-11,2024-09-06,72,77,-5,0
PO102189,SUP1005,Raw Materials Supplier 6 (NIG),2024-06-26,2024-09-10,2024-09-22,88,76,12,1
PO102264,SUP1005,Raw Materials Supplier 6 (NIG),2024-06-27,2024-07-08,2024-07-24,27,11,16,1
PO102458,SUP1005,Raw Materials Supplier 6 (NIG),2024-06-30,2024-09-20,2024-10-19,111,82,29,1
PO102183,SUP1005,Raw Materials Supplier 6 (NIG),2024-07-01,2024-08-01,2024-08-04,34,31,3,1
PO100812,SUP1005,Raw Materials Supplier 6 (NIG),2024-07-05,2024-07-16,2024-07-25,20,11,9,1
PO100140,SUP1005,Raw Materials Supplier 6 (NIG),2024-07-12,2024-08-11,2024-08-11,30,30,0,0
PO101640,SUP1005,Raw Materials Supplier 6 (NIG),2024-07-24,2024-08-27,2024-09-15,53,34,19,1
PO101986,SUP1005,Raw Materials Supplier 6 (NIG),2024-07-28,2024-09-03,2024-09-24,58,37,21,1
PO101964,SUP1005,Raw Materials Supplier 6 (NIG),2024-07-29,2024-09-01,2024-09-04,37,34,3,1
PO101444,SUP1005,Raw Materials Supplier 6 (NIG),2024-08-13,2024-09-12,2024-10-05,53,30,23,1
PO100019,SUP1005,Raw Materials Supplier 6 (NIG),2024-08-29,2024-11-04,2024-11-04,67,67,0,0
PO100732,SUP1005,Raw Materials Supplier 6 (NIG),2024-08-30,2024-09-10,2024-10-02,33,11,22,1
PO100523,SUP1005,Raw Materials Supplier 6 (NIG),2024-09-01,2024-09-17,2024-09-26,25,16,9,1
PO101800,SUP1005,Raw Materials Supplier 6 (NIG),2024-09-18,2024-11-30,2024-11-30,73,73,0,0
PO100999,SUP1005,Raw Materials Supplier 6 (NIG),2024-09-20,2024-10-27,2024-10-29,39,37,2,1
PO101497,SUP1005,Raw Materials Supplier 6 (NIG),2024-09-21,2024-10-07,2024-10-03,12,16,-4,0
PO100614,SUP1005,Raw Materials Supplier 6 (NIG),2024-09-30,2024-10-16,2024-10-16,16,16,0,0
PO101269,SUP1005,Raw Materials Supplier 6 (NIG),2024-10-12,2024-11-18,2024-11-18,37,37,0,0
PO102327,SUP1005,Raw Materials Supplier 6 (NIG),2024-10-16,2025-01-04,2025-01-04,80,80,0,0
PO100469,SUP1005,Raw Materials Supplier 6 (NIG),2024-10-18,2024-12-24,2025-01-23,97,67,30,1
PO100632,SUP1005,Raw Materials Supplier 6 (NIG),2024-10-26,2024-12-15,2025-01-08,74,50,24,1
PO100278,SUP1005,Raw Materials Supplier 6 (NIG),2024-11-01,2024-11-12,2024-11-18,17,11,6,1
PO100548,SUP1005,Raw Materials Supplier 6 (NIG),2024-11-11,2024-12-15,2024-12-10,29,34,-5,0
PO100135,SUP1005,Raw Materials Supplier 6 (NIG),2024-12-02,2025-01-05,2025-02-01,61,34,27,1
PO102260,SUP1005,Raw Materials Supplier 6 (NIG),2024-12-03,2024-12-19,2024-12-19,16,16,0,0
PO100173,SUP1005,Raw Materials Supplier 6 (NIG),2024-12-13,2024-12-20,2024-12-29,16,7,9,1
PO101097,SUP1005,Raw Materials Supplier 6 (NIG),2024-12-16,2025-01-01,2025-01-09,24,16,8,1
PO101918,SUP1005,Raw Materials Supplier 6 (NIG),2024-12-30,2025-03-17,2025-04-04,95,77,18,1
PO101098,SUP1005,Raw Materials Supplier 6 (NIG),2025-01-03,2025-01-17,2025-01-15,12,14,-2,0
PO101699,SUP1005,Raw Materials Supplier 6 (NIG),2025-01-08,2025-02-27,2025-03-12,63,50,13,1
PO101860,SUP1005,Raw Materials Supplier 6 (NIG),2025-01-18,2025-02-01,2025-01-28,10,14,-4,0
PO100508,SUP1005,Raw Materials Supplier 6 (NIG),2025-01-21,2025-03-12,2025-03-29,67,50,17,1
PO101936,SUP1005,Raw Materials Supplier 6 (NIG),2025-01-30,2025-03-01,2025-03-21,50,30,20,1
PO102364,SUP1005,Raw Materials Supplier 6 (NIG),2025-02-01,2025-03-03,2025-04-02,60,30,30,1
PO100070,SUP1005,Raw Materials Supplier 6 (NIG),2025-02-05,2025-03-08,2025-03-08,31,31,0,0
PO101826,SUP1005,Raw Materials Supplier 6 (NIG),2025-02-09,2025-05-02,2025-05-23,103,82,21,1
PO101255,SUP1005,Raw Materials Supplier 6 (NIG),2025-02-13,2025-03-22,2025-03-17,32,37,-5,0
PO101960,SUP1005,Raw Materials Supplier 6 (NIG),2025-02-15,2025-03-01,2025-03-16,29,14,15,1
PO100081,SUP1005,Raw Materials Supplier 6 (NIG),2025-03-01,2025-04-07,2025-04-04,34,37,-3,0
PO102002,SUP1005,Raw Materials Supplier 6 (NIG),2025-03-07,2025-05-14,2025-05-14,68,68,0,0
PO100797,SUP1005,Raw Materials Supplier 6 (NIG),2025-03-15,2025-05-30,2025-06-09,86,76,10,1
PO101787,SUP1005,Raw Materials Supplier 6 (NIG),2025-04-01,2025-04-17,2025-04-19,18,16,2,1
PO100528,SUP1005,Raw Materials Supplier 6 (NIG),2025-04-03,2025-06-18,2025-06-15,73,76,-3,0
PO100921,SUP1005,Raw Materials Supplier 6 (NIG),2025-04-03,2025-06-18,2025-06-16,74,76,-2,0
PO100401,SUP1005,Raw Materials Supplier 6 (NIG),2025-04-04,2025-05-24,2025-05-24,50,50,0,0
PO100529,SUP1005,Raw Materials Supplier 6 (NIG),2025-04-05,2025-06-21,2025-06-19,75,77,-2,0
PO100157,SUP1005,Raw Materials Supplier 6 (NIG),2025-04-10,2025-06-29,2025-07-12,93,80,13,1
PO100271,SUP1005,Raw Materials Supplier 6 (NIG),2025-04-11,2025-04-22,2025-05-04,23,11,12,1
PO100939,SUP1005,Raw Materials Supplier 6 (NIG),2025-04-16,2025-06-05,2025-06-21,66,50,16,1
PO101274,SUP1005,Raw Materials Supplier 6 (NIG),2025-04-25,2025-05-09,2025-06-04,40,14,26,1
PO101342,SUP1005,Raw Materials Supplier 6 (NIG),2025-04-29,2025-05-12,2025-06-02,34,13,21,1
PO100322,SUP1005,Raw Materials Supplier 6 (NIG),2025-05-03,2025-07-01,2025-07-05,63,59,4,1
PO102302,SUP1005,Raw Materials Supplier 6 (NIG),2025-05-05,2025-05-16,2025-05-22,17,11,6,1
PO100817,SUP1005,Raw Materials Supplier 6 (NIG),2025-05-12,2025-07-28,2025-08-08,88,77,11,1
PO100758,SUP1005,Raw Materials Supplier 6 (NIG),2025-05-16,2025-07-22,2025-07-22,67,67,0,0
PO101112,SUP1005,Raw Materials Supplier 6 (NIG),2025-05-19,2025-07-17,2025-07-17,59,59,0,0
PO100555,SUP1005,Raw Materials Supplier 6 (NIG),2025-05-24,2025-08-05,2025-08-12,80,73,7,1
PO100971,SUP1005,Raw Materials Supplier 6 (NIG),2025-05-26,2025-06-14,2025-06-28,33,19,14,1
PO101026,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-04,2025-08-02,2025-08-10,67,59,8,1
PO100129,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-07,2025-06-23,2025-06-20,13,16,-3,0
PO102115,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-11,2025-07-16,2025-07-12,31,35,-4,0
PO101689,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-15,2025-06-28,2025-06-28,13,13,0,0
PO102010,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-18,2025-08-16,2025-08-16,59,59,0,0
PO101041,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-19,2025-07-26,2025-08-16,58,37,21,1
PO101518,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-19,2025-07-26,2025-08-18,60,37,23,1
PO102436,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-20,2025-07-21,2025-07-21,31,31,0,0
PO102425,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-23,2025-07-30,2025-07-25,32,37,-5,0
PO100983,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-29,2025-08-18,2025-08-18,50,50,0,0
PO101499,SUP1005,Raw Materials Supplier 6 (NIG),2025-06-30,2025-07-19,2025-07-19,19,19,0,0
PO102381,SUP1005,Raw Materials Supplier 6 (NIG),2025-07-23,2025-08-29,2025-09-10,49,37,12,1
PO101825,SUP1005,Raw Materials Supplier 6 (NIG),2025-08-07,2025-10-26,2025-10-27,81,80,1,1
PO100492,SUP1005,Raw Materials Supplier 6 (NIG),2025-08-19,2025-09-01,2025-09-09,21,13,8,1
PO101648,SUP1005,Raw Materials Supplier 6 (NIG),2025-08-19,2025-08-30,2025-09-29,41,11,30,1
PO101286,SUP1005,Raw Materials Supplier 6 (NIG),2025-08-28,2025-11-03,2025-12-02,96,67,29,1
PO101972,SUP1005,Raw Materials Supplier 6 (NIG),2025-09-10,2025-10-30,2025-11-23,74,50,24,1
PO101714,SUP1005,Raw Materials Supplier 6 (NIG),2025-09-25,2025-11-01,2025-11-15,51,37,14,1
PO102303,SUP1005,Raw Materials Supplier 6 (NIG),2025-09-29,2025-11-03,2025-11-09,41,35,6,1
PO102134,SUP1005,Raw Materials Supplier 6 (NIG),2025-09-30,2025-10-13,2025-10-09,9,13,-4,0
PO102215,SUP1005,Raw Materials Supplier 6 (NIG),2025-10-05,2025-11-24,2025-11-24,50,50,0,0
PO100858,SUP1005,Raw Materials Supplier 6 (NIG),2025-10-06,2025-12-21,2026-01-14,100,76,24,1
PO101161,SUP1005,Raw Materials Supplier 6 (NIG),2025-10-13,2025-11-17,2025-11-17,35,35,0,0
PO102444,SUP1005,Raw Materials Supplier 6 (NIG),2025-10-18,2025-11-03,2025-11-05,18,16,2,1
PO101402,SUP1005,Raw Materials Supplier 6 (NIG),2025-10-22,2025-11-21,2025-12-06,45,30,15,1
PO102224,SUP1005,Raw Materials Supplier 6 (NIG),2025-10-24,2026-01-12,2026-01-12,80,80,0,0
PO100268,SUP1005,Raw Materials Supplier 6 (NIG),2025-10-25,2026-01-06,2026-01-06,73,73,0,0
PO102039,SUP1005,Raw Materials Supplier 6 (NIG),2025-11-03,2025-12-10,2025-12-17,44,37,7,1
PO102192,SUP1005,Raw Materials Supplier 6 (NIG),2025-11-05,2025-11-18,2025-12-05,30,13,17,1
PO102406,SUP1005,Raw Materials Supplier 6 (NIG),2025-11-17,2026-02-02,2026-02-11,86,77,9,1
PO100158,SUP1005,Raw Materials Supplier 6 (NIG),2025-11-24,2025-12-08,2025-12-24,30,14,16,1
PO101192,SUP1005,Raw Materials Supplier 6 (NIG),2025-11-26,2025-12-03,2025-12-06,10,7,3,1
PO100092,SUP1005,Raw Materials Supplier 6 (NIG),2025-12-04,2026-01-23,2026-01-23,50,50,0,0
PO101229,SUP1005,Raw Materials Supplier 6 (NIG),2025-12-08,2026-02-05,2026-02-12,66,59,7,1
PO101050,SUP1005,Raw Materials Supplier 6 (NIG),2025-12-09,2025-12-20,2025-12-21,12,11,1,1
PO100953,SUP1005,Raw Materials Supplier 6 (NIG),2025-12-14,2026-01-13,2026-02-08,56,30,26,1
PO102135,SUP1005,Raw Materials Supplier 6 (NIG),2025-12-14,2025-12-30,2026-01-21,38,16,22,1
PO101813,SUP1005,Raw Materials Supplier 6 (NIG),2025-12-26,2026-01-26,2026-02-12,48,31,17,1
PO101345,SUP1005,Raw Materials Supplier 6 (NIG),2025-12-31,2026-02-06,2026-02-07,38,37,1,1
PO101842,SUP1005,Raw Materials Supplier 6 (NIG),2026-01-06,2026-01-25,2026-01-26,20,19,1,1
PO101454,SUP1005,Raw Materials Supplier 6 (NIG),2026-01-17,2026-02-02,2026-02-02,16,16,0,0
PO101513,SUP1005,Raw Materials Supplier 6 (NIG),2026-01-21,2026-02-01,2026-02-23,33,11,22,1
PO100806,SUP1006,Raw Materials Supplier 7 (NIG),2024-02-29,2024-05-12,2024-06-07,99,73,26,1
PO100940,SUP1006,Raw Materials Supplier 7 (NIG),2024-03-06,2024-03-22,2024-03-22,16,16,0,0
PO100587,SUP1006,Raw Materials Supplier 7 (NIG),2024-03-10,2024-05-29,2024-06-02,84,80,4,1
PO101832,SUP1006,Raw Materials Supplier 7 (NIG),2024-03-15,2024-05-30,2024-06-21,98,76,22,1
PO102044,SUP1006,Raw Materials Supplier 7 (NIG),2024-03-29,2024-04-28,2024-05-07,39,30,9,1
PO102202,SUP1006,Raw Materials Supplier 7 (NIG),2024-03-31,2024-05-20,2024-06-09,70,50,20,1
PO101069,SUP1006,Raw Materials Supplier 7 (NIG),2024-04-13,2024-05-20,2024-06-11,59,37,22,1
PO100355,SUP1006,Raw Materials Supplier 7 (NIG),2024-04-14,2024-05-15,2024-05-13,29,31,-2,0
PO101601,SUP1006,Raw Materials Supplier 7 (NIG),2024-04-15,2024-05-19,2024-05-19,34,34,0,0
PO102343,SUP1006,Raw Materials Supplier 7 (NIG),2024-04-16,2024-04-23,2024-04-30,14,7,7,1
PO100146,SUP1006,Raw Materials Supplier 7 (NIG),2024-04-21,2024-05-05,2024-05-05,14,14,0,0
PO100924,SUP1006,Raw Materials Supplier 7 (NIG),2024-04-22,2024-06-29,2024-06-29,68,68,0,0
PO100348,SUP1006,Raw Materials Supplier 7 (NIG),2024-04-24,2024-05-25,2024-05-30,36,31,5,1
PO100578,SUP1006,Raw Materials Supplier 7 (NIG),2024-05-08,2024-06-11,2024-07-03,56,34,22,1
PO100819,SUP1006,Raw Materials Supplier 7 (NIG),2024-05-22,2024-06-02,2024-06-01,10,11,-1,0
PO101417,SUP1006,Raw Materials Supplier 7 (NIG),2024-06-15,2024-06-28,2024-06-28,13,13,0,0
PO100784,SUP1006,Raw Materials Supplier 7 (NIG),2024-06-16,2024-08-31,2024-08-31,76,76,0,0
PO100074,SUP1006,Raw Materials Supplier 7 (NIG),2024-06-22,2024-08-20,2024-08-20,59,59,0,0
PO102138,SUP1006,Raw Materials Supplier 7 (NIG),2024-07-03,2024-09-14,2024-10-06,95,73,22,1
PO100656,SUP1006,Raw Materials Supplier 7 (NIG),2024-07-16,2024-08-01,2024-08-29,44,16,28,1
PO101320,SUP1006,Raw Materials Supplier 7 (NIG),2024-07-17,2024-10-05,2024-10-20,95,80,15,1
PO100996,SUP1006,Raw Materials Supplier 7 (NIG),2024-07-22,2024-09-27,2024-09-27,67,67,0,0
PO101160,SUP1006,Raw Materials Supplier 7 (NIG),2024-07-27,2024-08-30,2024-09-26,61,34,27,1
PO100319,SUP1006,Raw Materials Supplier 7 (NIG),2024-07-28,2024-08-11,2024-09-01,35,14,21,1
PO100772,SUP1006,Raw Materials Supplier 7 (NIG),2024-07-28,2024-10-13,2024-11-10,105,77,28,1
PO101992,SUP1006,Raw Materials Supplier 7 (NIG),2024-07-28,2024-08-16,2024-08-13,16,19,-3,0
PO101522,SUP1006,Raw Materials Supplier 7 (NIG),2024-08-01,2024-10-20,2024-10-20,80,80,0,0
PO100330,SUP1006,Raw Materials Supplier 7 (NIG),2024-08-05,2024-10-11,2024-11-08,95,67,28,1
PO101582,SUP1006,Raw Materials Supplier 7 (NIG),2024-08-10,2024-09-29,2024-10-08,59,50,9,1
PO100561,SUP1006,Raw Materials Supplier 7 (NIG),2024-08-18,2024-11-03,2024-11-26,100,77,23,1
PO101790,SUP1006,Raw Materials Supplier 7 (NIG),2024-08-18,2024-11-08,2024-11-07,81,82,-1,0
PO101902,SUP1006,Raw Materials Supplier 7 (NIG),2024-08-19,2024-10-26,2024-10-31,73,68,5,1
PO101223,SUP1006,Raw Materials Supplier 7 (NIG),2024-08-25,2024-09-29,2024-10-16,52,35,17,1
PO101807,SUP1006,Raw Materials Supplier 7 (NIG),2024-08-28,2024-10-26,2024-10-26,59,59,0,0
PO100331,SUP1006,Raw Materials Supplier 7 (NIG),2024-09-17,2024-10-17,2024-10-17,30,30,0,0
PO101668,SUP1006,Raw Materials Supplier 7 (NIG),2024-10-07,2024-11-06,2024-11-28,52,30,22,1
PO100207,SUP1006,Raw Materials Supplier 7 (NIG),2024-10-18,2024-11-24,2024-11-24,37,37,0,0
PO100455,SUP1006,Raw Materials Supplier 7 (NIG),2024-11-07,2024-11-23,2024-11-23,16,16,0,0
PO101544,SUP1006,Raw Materials Supplier 7 (NIG),2024-11-09,2024-12-09,2024-12-29,50,30,20,1
PO100749,SUP1006,Raw Materials Supplier 7 (NIG),2024-11-16,2024-12-02,2024-12-02,16,16,0,0
PO102218,SUP1006,Raw Materials Supplier 7 (NIG),2024-11-16,2025-01-31,2025-03-02,106,76,30,1
PO102100,SUP1006,Raw Materials Supplier 7 (NIG),2024-11-19,2024-12-03,2024-12-06,17,14,3,1
PO100053,SUP1006,Raw Materials Supplier 7 (NIG),2024-11-24,2024-12-13,2025-01-08,45,19,26,1
PO100251,SUP1006,Raw Materials Supplier 7 (NIG),2024-11-24,2024-12-07,2024-12-05,11,13,-2,0
PO100697,SUP1006,Raw Materials Supplier 7 (NIG),2024-11-30,2024-12-13,2024-12-21,21,13,8,1
PO100861,SUP1006,Raw Materials Supplier 7 (NIG),2024-12-19,2025-01-02,2025-01-28,40,14,26,1
PO100113,SUP1006,Raw Materials Supplier 7 (NIG),2024-12-23,2025-01-29,2025-02-26,65,37,28,1
PO100267,SUP1006,Raw Materials Supplier 7 (NIG),2024-12-23,2025-03-15,2025-04-10,108,82,26,1
PO100162,SUP1006,Raw Materials Supplier 7 (NIG),2025-01-05,2025-03-26,2025-04-04,89,80,9,1
PO102043,SUP1006,Raw Materials Supplier 7 (NIG),2025-01-06,2025-01-25,2025-02-11,36,19,17,1
PO101801,SUP1006,Raw Materials Supplier 7 (NIG),2025-01-18,2025-03-09,2025-03-14,55,50,5,1
PO102282,SUP1006,Raw Materials Supplier 7 (NIG),2025-01-18,2025-03-18,2025-03-18,59,59,0,0
PO100905,SUP1006,Raw Materials Supplier 7 (NIG),2025-01-19,2025-01-30,2025-01-30,11,11,0,0
PO102109,SUP1006,Raw Materials Supplier 7 (NIG),2025-01-19,2025-02-25,2025-02-25,37,37,0,0
PO101376,SUP1006,Raw Materials Supplier 7 (NIG),2025-01-20,2025-02-23,2025-03-22,61,34,27,1
PO101107,SUP1006,Raw Materials Supplier 7 (NIG),2025-01-31,2025-04-18,2025-05-04,93,77,16,1
PO101482,SUP1006,Raw Materials Supplier 7 (NIG),2025-02-05,2025-04-23,2025-04-23,77,77,0,0
PO100609,SUP1006,Raw Materials Supplier 7 (NIG),2025-02-06,2025-04-06,2025-04-06,59,59,0,0
PO100584,SUP1006,Raw Materials Supplier 7 (NIG),2025-02-10,2025-02-21,2025-03-09,27,11,16,1
PO100187,SUP1006,Raw Materials Supplier 7 (NIG),2025-02-11,2025-04-11,2025-04-10,58,59,-1,0
PO100302,SUP1006,Raw Materials Supplier 7 (NIG),2025-02-26,2025-03-05,2025-03-09,11,7,4,1
PO100524,SUP1006,Raw Materials Supplier 7 (NIG),2025-02-26,2025-05-05,2025-05-05,68,68,0,0
PO101915,SUP1006,Raw Materials Supplier 7 (NIG),2025-03-03,2025-03-14,2025-04-01,29,11,18,1
PO101070,SUP1006,Raw Materials Supplier 7 (NIG),2025-03-08,2025-03-27,2025-03-27,19,19,0,0
PO100350,SUP1006,Raw Materials Supplier 7 (NIG),2025-03-13,2025-03-24,2025-03-31,18,11,7,1
PO100662,SUP1006,Raw Materials Supplier 7 (NIG),2025-03-13,2025-03-26,2025-03-30,17,13,4,1
PO101726,SUP1006,Raw Materials Supplier 7 (NIG),2025-03-15,2025-04-15,2025-04-15,31,31,0,0
PO101916,SUP1006,Raw Materials Supplier 7 (NIG),2025-03-17,2025-05-24,2025-05-24,68,68,0,0
PO101313,SUP1006,Raw Materials Supplier 7 (NIG),2025-04-13,2025-05-20,2025-06-13,61,37,24,1
PO100099,SUP1006,Raw Materials Supplier 7 (NIG),2025-04-14,2025-05-19,2025-06-12,59,35,24,1
PO100375,SUP1006,Raw Materials Supplier 7 (NIG),2025-04-19,2025-05-26,2025-05-26,37,37,0,0
PO102348,SUP1006,Raw Materials Supplier 7 (NIG),2025-04-20,2025-05-27,2025-06-07,48,37,11,1
PO101938,SUP1006,Raw Materials Supplier 7 (NIG),2025-04-30,2025-06-04,2025-06-26,57,35,22,1
PO101476,SUP1006,Raw Materials Supplier 7 (NIG),2025-05-03,2025-06-03,2025-06-03,31,31,0,0
PO101352,SUP1006,Raw Materials Supplier 7 (NIG),2025-05-06,2025-06-10,2025-06-10,35,35,0,0
PO101664,SUP1006,Raw Materials Supplier 7 (NIG),2025-06-15,2025-07-20,2025-07-23,38,35,3,1
PO101254,SUP1006,Raw Materials Supplier 7 (NIG),2025-07-01,2025-08-04,2025-08-09,39,34,5,1
PO100582,SUP1006,Raw Materials Supplier 7 (NIG),2025-07-02,2025-07-13,2025-07-25,23,11,12,1
PO100694,SUP1006,Raw Materials Supplier 7 (NIG),2025-07-09,2025-07-22,2025-08-18,40,13,27,1
PO100618,SUP1006,Raw Materials Supplier 7 (NIG),2025-07-20,2025-08-05,2025-08-26,37,16,21,1
PO101040,SUP1006,Raw Materials Supplier 7 (NIG),2025-07-24,2025-09-30,2025-10-09,77,68,9,1
PO100948,SUP1006,Raw Materials Supplier 7 (NIG),2025-08-05,2025-09-05,2025-09-05,31,31,0,0
PO100367,SUP1006,Raw Materials Supplier 7 (NIG),2025-08-09,2025-10-21,2025-10-21,73,73,0,0
PO101665,SUP1006,Raw Materials Supplier 7 (NIG),2025-08-24,2025-09-28,2025-10-01,38,35,3,1
PO100396,SUP1006,Raw Materials Supplier 7 (NIG),2025-08-28,2025-10-26,2025-11-03,67,59,8,1
PO100651,SUP1006,Raw Materials Supplier 7 (NIG),2025-09-11,2025-11-17,2025-11-26,76,67,9,1
PO100726,SUP1006,Raw Materials Supplier 7 (NIG),2025-09-17,2025-11-24,2025-11-24,68,68,0,0
PO101716,SUP1006,Raw Materials Supplier 7 (NIG),2025-09-20,2025-10-04,2025-10-04,14,14,0,0
PO102356,SUP1006,Raw Materials Supplier 7 (NIG),2025-09-28,2025-11-26,2025-11-26,59,59,0,0
PO100549,SUP1006,Raw Materials Supplier 7 (NIG),2025-09-29,2025-10-30,2025-11-15,47,31,16,1
PO101765,SUP1006,Raw Materials Supplier 7 (NIG),2025-10-07,2025-11-07,2025-12-02,56,31,25,1
PO100736,SUP1006,Raw Materials Supplier 7 (NIG),2025-10-21,2026-01-06,2026-01-06,77,77,0,0
PO101836,SUP1006,Raw Materials Supplier 7 (NIG),2025-11-09,2025-11-23,2025-12-19,40,14,26,1
PO102417,SUP1006,Raw Materials Supplier 7 (NIG),2025-11-22,2026-02-03,2026-02-11,81,73,8,1
PO100899,SUP1006,Raw Materials Supplier 7 (NIG),2025-11-25,2026-02-15,2026-02-15,82,82,0,0
PO102014,SUP1006,Raw Materials Supplier 7 (NIG),2025-11-28,2025-12-11,2025-12-18,20,13,7,1
PO101819,SUP1006,Raw Materials Supplier 7 (NIG),2025-12-13,2026-01-16,2026-01-13,31,34,-3,0
PO102035,SUP1006,Raw Materials Supplier 7 (NIG),2026-01-02,2026-02-02,2026-02-12,41,31,10,1
PO100280,SUP1006,Raw Materials Supplier 7 (NIG),2026-01-14,2026-02-02,2026-01-30,16,19,-3,0
PO101450,SUP1007,Raw Materials Supplier 8 (USA),2024-03-05,2024-03-24,2024-03-28,23,19,4,1
PO102477,SUP1007,Raw Materials Supplier 8 (USA),2024-03-10,2024-03-29,2024-04-15,36,19,17,1
PO101125,SUP1007,Raw Materials Supplier 8 (USA),2024-03-20,2024-04-20,2024-04-20,31,31,0,0
PO101696,SUP1007,Raw Materials Supplier 8 (USA),2024-03-23,2024-06-07,2024-06-07,76,76,0,0
PO101797,SUP1007,Raw Materials Supplier 8 (USA),2024-03-24,2024-05-22,2024-05-20,57,59,-2,0
PO101579,SUP1007,Raw Materials Supplier 8 (USA),2024-04-02,2024-05-07,2024-05-30,58,35,23,1
PO100801,SUP1007,Raw Materials Supplier 8 (USA),2024-04-07,2024-05-14,2024-05-14,37,37,0,0
PO102432,SUP1007,Raw Materials Supplier 8 (USA),2024-04-07,2024-06-22,2024-07-05,89,76,13,1
PO100400,SUP1007,Raw Materials Supplier 8 (USA),2024-04-11,2024-04-18,2024-05-02,21,7,14,1
PO100558,SUP1007,Raw Materials Supplier 8 (USA),2024-04-12,2024-07-03,2024-07-03,82,82,0,0
PO101484,SUP1007,Raw Materials Supplier 8 (USA),2024-04-22,2024-07-08,2024-07-05,74,77,-3,0
PO102108,SUP1007,Raw Materials Supplier 8 (USA),2024-04-28,2024-05-14,2024-05-21,23,16,7,1
PO102317,SUP1007,Raw Materials Supplier 8 (USA),2024-05-03,2024-07-18,2024-08-04,93,76,17,1
PO101753,SUP1007,Raw Materials Supplier 8 (USA),2024-05-14,2024-05-25,2024-06-23,40,11,29,1
PO101944,SUP1007,Raw Materials Supplier 8 (USA),2024-05-20,2024-06-03,2024-06-03,14,14,0,0
PO102449,SUP1007,Raw Materials Supplier 8 (USA),2024-05-27,2024-07-01,2024-07-20,54,35,19,1
PO101848,SUP1007,Raw Materials Supplier 8 (USA),2024-05-28,2024-08-13,2024-08-25,89,77,12,1
